commit,arch,backend,feature,workload,block_size,bytes,warmups,runs,run,dirty_sync_ns,clean_sync_ns,unmount_ns
795c113e3,x86_64,memory,metadata_csum+64bit+journal,sync-cycle,4096,20971520,3,20,0,7929,217,5129
795c113e3,x86_64,memory,metadata_csum+64bit+journal,sync-cycle,4096,20971520,3,20,1,8414,211,5344
795c113e3,x86_64,memory,metadata_csum+64bit+journal,sync-cycle,4096,20971520,3,20,2,7626,236,4908
795c113e3,x86_64,memory,metadata_csum+64bit+journal,sync-cycle,4096,20971520,3,20,3,7588,231,4870
795c113e3,x86_64,memory,metadata_csum+64bit+journal,sync-cycle,4096,20971520,3,20,4,8538,223,5585
795c113e3,x86_64,memory,metadata_csum+64bit+journal,sync-cycle,4096,20971520,3,20,5,7899,198,4969
795c113e3,x86_64,memory,metadata_csum+64bit+journal,sync-cycle,4096,20971520,3,20,6,7792,247,5373
795c113e3,x86_64,memory,metadata_csum+64bit+journal,sync-cycle,4096,20971520,3,20,7,7451,247,4885
795c113e3,x86_64,memory,metadata_csum+64bit+journal,sync-cycle,4096,20971520,3,20,8,7470,223,4918
795c113e3,x86_64,memory,metadata_csum+64bit+journal,sync-cycle,4096,20971520,3,20,9,8784,261,5452
795c113e3,x86_64,memory,metadata_csum+64bit+journal,sync-cycle,4096,20971520,3,20,10,8639,233,5485
795c113e3,x86_64,memory,metadata_csum+64bit+journal,sync-cycle,4096,20971520,3,20,11,8115,270,5024
795c113e3,x86_64,memory,metadata_csum+64bit+journal,sync-cycle,4096,20971520,3,20,12,8052,213,5278
795c113e3,x86_64,memory,metadata_csum+64bit+journal,sync-cycle,4096,20971520,3,20,13,8560,276,5153
795c113e3,x86_64,memory,metadata_csum+64bit+journal,sync-cycle,4096,20971520,3,20,14,8402,259,4921
795c113e3,x86_64,memory,metadata_csum+64bit+journal,sync-cycle,4096,20971520,3,20,15,8204,291,5270
795c113e3,x86_64,memory,metadata_csum+64bit+journal,sync-cycle,4096,20971520,3,20,16,8868,269,5408
795c113e3,x86_64,memory,metadata_csum+64bit+journal,sync-cycle,4096,20971520,3,20,17,8264,293,5344
795c113e3,x86_64,memory,metadata_csum+64bit+journal,sync-cycle,4096,20971520,3,20,18,8172,261,5297
795c113e3,x86_64,memory,metadata_csum+64bit+journal,sync-cycle,4096,20971520,3,20,19,7879,220,5196
