sample,elapsed_ms,target,state_before,control_value,state_after,rtt_ms,model_output,infer_us,mode
1,277,300,300,0,170,241,,,baseline
2,969,300,170,260,183,692,,,baseline
3,1087,300,183,234,181,118,,,baseline
4,1173,300,181,238,182,86,,,baseline
5,1275,300,182,236,182,102,,,baseline
6,1350,300,182,236,182,75,,,baseline
7,1452,300,182,236,182,102,,,baseline
8,1528,300,182,236,182,76,,,baseline
9,1630,300,182,236,182,102,,,baseline
10,1706,300,182,236,182,76,,,baseline
11,1817,300,182,236,182,111,,,baseline
12,1902,300,182,236,332,85,,,baseline
13,1997,300,332,0,338,95,,,baseline
14,2090,300,338,0,342,93,,,baseline
15,2177,300,342,0,344,87,,,baseline
16,2267,300,344,0,345,90,,,baseline
17,2355,300,345,0,346,88,,,baseline
18,2441,300,346,0,346,86,,,baseline
19,2533,300,346,0,346,92,,,baseline
20,2618,300,346,0,346,85,,,baseline
21,2709,300,346,0,346,91,,,baseline
22,2791,300,346,0,346,82,,,baseline
23,2887,300,346,0,346,96,,,baseline
24,2962,300,346,0,346,75,,,baseline
25,3062,300,346,0,346,100,,,baseline
26,3140,300,346,0,346,78,,,baseline
27,3240,300,346,0,346,100,,,baseline
28,3318,300,346,0,346,78,,,baseline
29,3419,300,346,0,346,101,,,baseline
30,3495,300,346,0,346,76,,,baseline
31,3600,300,346,0,346,105,,,baseline
32,3678,300,346,0,346,78,,,baseline
33,3778,300,346,0,346,100,,,baseline
34,3857,300,346,0,346,79,,,baseline
35,3967,300,346,0,346,110,,,baseline
36,4042,300,346,0,346,75,,,baseline
37,4146,300,346,0,346,104,,,baseline
38,4436,300,346,0,346,290,,,baseline
39,4523,300,346,0,346,87,,,baseline
40,4610,300,346,0,346,87,,,baseline
41,4702,300,346,0,346,92,,,baseline
42,4990,300,346,0,346,288,,,baseline
43,5066,300,346,0,346,76,,,baseline
44,5170,800,346,908,663,104,,,baseline
45,5249,800,663,274,610,79,,,baseline
46,5353,800,610,380,621,104,,,baseline
47,5593,800,621,358,618,240,,,baseline
48,5672,800,618,364,620,79,,,baseline
49,5774,800,620,360,618,102,,,baseline
50,5862,800,618,364,620,88,,,baseline
51,6163,800,620,360,618,301,,,baseline
52,6241,800,618,364,620,78,,,baseline
53,6342,800,620,360,618,101,,,baseline
54,6424,800,618,364,620,82,,,baseline
55,6739,800,620,360,618,315,,,baseline
56,6827,800,618,364,620,88,,,baseline
57,6914,800,620,360,618,87,,,baseline
58,7007,800,618,364,620,93,,,baseline
59,7292,800,620,360,618,285,,,baseline
60,7371,800,618,364,620,79,,,baseline
61,7482,800,620,360,618,111,,,baseline
62,7571,800,618,364,620,89,,,baseline
63,7872,800,620,360,618,301,,,baseline
64,7950,800,618,364,620,78,,,baseline
65,8060,800,620,360,618,110,,,baseline
66,8138,800,618,364,620,78,,,baseline
67,8431,800,620,360,618,293,,,baseline
68,8510,800,618,364,620,79,,,baseline
69,8606,800,620,360,618,96,,,baseline
70,8686,800,618,364,620,80,,,baseline
71,9014,800,620,360,618,328,,,baseline
72,9092,800,618,364,620,78,,,baseline
73,9190,800,620,360,618,98,,,baseline
74,9287,800,618,364,620,97,,,baseline
75,9553,800,620,360,618,266,,,baseline
76,9630,800,618,364,620,77,,,baseline
77,9732,800,620,360,618,102,,,baseline
78,9810,800,618,364,620,78,,,baseline
79,10123,800,620,360,618,313,,,baseline
80,10199,800,618,364,620,76,,,baseline
81,10299,800,620,360,618,100,,,baseline
82,10379,800,618,364,620,80,,,baseline
83,10689,800,620,360,618,310,,,baseline
84,10767,800,618,364,620,78,,,baseline
85,10874,800,620,360,468,107,,,baseline
86,10953,800,468,664,495,79,,,baseline
87,11270,800,495,610,491,317,,,baseline
88,11359,800,491,618,492,89,,,baseline
89,11445,800,492,616,491,86,,,baseline
90,11537,800,491,618,492,92,,,baseline
91,11826,800,492,616,491,289,,,baseline
92,11905,800,491,618,492,79,,,baseline
93,12014,800,492,616,491,109,,,baseline
94,12092,800,491,618,492,78,,,baseline
95,12393,800,492,616,491,301,,,baseline
96,12471,800,491,618,492,78,,,baseline
97,12572,800,492,616,491,101,,,baseline
98,12651,800,491,618,492,79,,,baseline
99,12969,800,492,616,491,318,,,baseline
100,13047,800,491,618,492,78,,,baseline
101,13153,800,492,616,491,106,,,baseline
102,13234,800,491,618,492,81,,,baseline
103,13520,800,492,616,491,286,,,baseline
104,13603,800,491,618,492,83,,,baseline
105,13713,800,492,616,491,110,,,baseline
106,13795,800,491,618,492,82,,,baseline
107,14067,800,492,616,491,272,,,baseline
