sample,elapsed_ms,target,state_before,control_value,state_after,rtt_ms,model_output,infer_us,mode
1,260,300,300,0,170,225,,,baseline
2,345,300,170,260,183,85,,,baseline
3,1079,300,183,234,181,734,,,baseline
4,1170,300,181,238,182,91,,,baseline
5,1255,300,182,236,182,85,,,baseline
6,1352,300,182,236,182,97,,,baseline
7,1431,300,182,236,182,79,,,baseline
8,1534,300,182,236,182,103,,,baseline
9,1601,300,182,236,182,67,,,baseline
10,1708,300,182,236,182,107,,,baseline
11,1788,300,182,236,182,80,,,baseline
12,1885,300,182,236,182,97,,,baseline
13,1964,300,182,236,182,79,,,baseline
14,2069,300,182,236,182,105,,,baseline
15,2146,300,182,236,182,77,,,baseline
16,2259,300,182,236,332,113,,,baseline
17,2337,300,332,0,338,78,,,baseline
18,2637,300,338,0,342,300,,,baseline
19,2713,300,342,0,344,76,,,baseline
20,2814,300,344,0,345,101,,,baseline
21,2892,300,345,0,346,78,,,baseline
22,3202,300,346,0,346,310,,,baseline
23,3288,300,346,0,346,86,,,baseline
24,3376,300,346,0,346,88,,,baseline
25,3476,300,346,0,346,100,,,baseline
26,3748,300,346,0,346,272,,,baseline
27,3825,300,346,0,346,77,,,baseline
28,3927,300,346,0,346,102,,,baseline
29,4013,300,346,0,346,86,,,baseline
30,4339,300,346,0,346,326,,,baseline
31,4432,300,346,0,346,93,,,baseline
32,4528,300,346,0,346,96,,,baseline
33,4612,300,346,0,346,84,,,baseline
34,4911,300,346,0,346,299,,,baseline
35,4997,300,346,0,346,86,,,baseline
36,5092,300,346,0,346,95,,,baseline
37,5174,800,346,908,663,82,,,baseline
38,5485,800,663,274,610,311,,,baseline
39,5573,800,610,380,621,88,,,baseline
40,5659,800,621,358,618,86,,,baseline
41,5752,800,618,364,620,93,,,baseline
42,6036,800,620,360,618,284,,,baseline
43,6114,800,618,364,620,78,,,baseline
44,6214,800,620,360,618,100,,,baseline
45,6292,800,618,364,620,78,,,baseline
46,6612,800,620,360,618,320,,,baseline
47,6689,800,618,364,620,77,,,baseline
48,6785,800,620,360,618,96,,,baseline
49,6878,800,618,364,620,93,,,baseline
50,7160,800,620,360,618,282,,,baseline
51,7249,800,618,364,620,89,,,baseline
52,7332,800,620,360,618,83,,,baseline
53,7427,800,618,364,620,95,,,baseline
54,7716,800,620,360,618,289,,,baseline
55,7794,800,618,364,620,78,,,baseline
56,7894,800,620,360,618,100,,,baseline
57,7973,800,618,364,620,79,,,baseline
58,8259,800,620,360,618,286,,,baseline
59,8336,800,618,364,620,77,,,baseline
60,8432,800,620,360,618,96,,,baseline
61,8521,800,618,364,620,89,,,baseline
62,8798,800,620,360,618,277,,,baseline
63,8863,800,618,364,620,65,,,baseline
64,8985,800,620,360,618,122,,,baseline
65,9062,800,618,364,620,77,,,baseline
66,9354,800,620,360,618,292,,,baseline
67,9460,800,618,364,620,106,,,baseline
68,9537,800,620,360,618,77,,,baseline
69,9634,800,618,364,620,97,,,baseline
70,9921,800,620,360,618,287,,,baseline
71,9997,800,618,364,620,76,,,baseline
72,10096,800,620,360,618,99,,,baseline
73,10175,800,618,364,620,79,,,baseline
74,10274,800,620,360,618,99,,,baseline
75,10524,800,618,364,620,250,,,baseline
76,10591,800,620,360,618,67,,,baseline
77,10703,800,618,364,620,112,,,baseline
78,10780,800,620,360,618,77,,,baseline
79,11096,800,618,364,620,316,,,baseline
80,11188,800,620,360,468,92,,,baseline
81,11274,800,468,664,495,86,,,baseline
82,11355,800,495,610,491,81,,,baseline
83,11660,800,491,618,492,305,,,baseline
84,11737,800,492,616,491,77,,,baseline
85,11832,800,491,618,492,95,,,baseline
86,11914,800,492,616,491,82,,,baseline
87,12220,800,491,618,492,306,,,baseline
88,12296,800,492,616,491,76,,,baseline
89,12396,800,491,618,492,100,,,baseline
90,12472,800,492,616,491,76,,,baseline
91,12787,800,491,618,492,315,,,baseline
92,12864,800,492,616,491,77,,,baseline
93,12962,800,491,618,492,98,,,baseline
94,13043,800,492,616,491,81,,,baseline
95,13347,800,491,618,492,304,,,baseline
96,13424,800,492,616,491,77,,,baseline
97,13525,800,491,618,492,101,,,baseline
98,13612,800,492,616,491,87,,,baseline
99,13907,800,491,618,492,295,,,baseline
100,13984,800,492,616,491,77,,,baseline
101,14083,800,491,618,492,99,,,baseline
102,14163,800,492,616,491,80,,,baseline
103,14480,800,491,618,492,317,,,baseline
104,14558,800,492,616,491,78,,,baseline
105,14659,800,491,618,492,101,,,baseline
106,14736,800,492,616,491,77,,,baseline
107,15052,800,491,618,492,316,,,baseline
108,15130,500,492,16,282,78,,,baseline
109,15232,500,282,436,311,102,,,baseline
110,15313,500,311,378,308,81,,,baseline
111,15628,500,308,384,308,315,,,baseline
112,15716,500,308,384,308,88,,,baseline
113,15808,500,308,384,308,92,,,baseline
114,15893,500,308,384,308,85,,,baseline
115,16192,500,308,384,308,299,,,baseline
116,16274,500,308,384,308,82,,,baseline
117,16374,500,308,384,308,100,,,baseline
118,16453,500,308,384,308,79,,,baseline
119,16760,500,308,384,308,307,,,baseline
120,16848,500,308,384,308,88,,,baseline
121,16936,500,308,384,308,88,,,baseline
122,17032,500,308,384,308,96,,,baseline
123,17312,500,308,384,308,280,,,baseline
124,17391,500,308,384,308,79,,,baseline
125,17482,500,308,384,308,91,,,baseline
126,17569,500,308,384,308,87,,,baseline
127,17875,500,308,384,308,306,,,baseline
128,17952,500,308,384,308,77,,,baseline
129,18051,500,308,384,308,99,,,baseline
130,18132,500,308,384,308,81,,,baseline
131,18460,500,308,384,308,328,,,baseline
132,18548,500,308,384,308,88,,,baseline
133,18646,500,308,384,308,98,,,baseline
134,18737,500,308,384,308,91,,,baseline
135,18994,500,308,384,308,257,,,baseline
136,19074,500,308,384,308,80,,,baseline
137,19172,500,308,384,308,98,,,baseline
138,19243,500,308,384,308,71,,,baseline
139,19575,500,308,384,308,332,,,baseline
140,19663,500,308,384,308,88,,,baseline
141,19764,500,308,384,308,101,,,baseline
142,19853,500,308,384,308,89,,,baseline
143,20124,500,308,384,308,271,,,baseline
144,20203,500,308,384,308,79,,,baseline
145,20295,500,308,384,308,92,,,baseline
146,20382,500,308,384,308,87,,,baseline
147,20660,500,308,384,308,278,,,baseline
148,20752,500,308,384,308,92,,,baseline
149,20850,500,308,384,308,98,,,baseline
150,20929,500,308,384,308,79,,,baseline
151,21231,500,308,384,308,302,,,baseline
152,21320,500,308,384,308,89,,,baseline
153,21418,500,308,384,308,98,,,baseline
154,21510,500,308,384,308,92,,,baseline
155,21768,500,308,384,308,258,,,baseline
156,21856,500,308,384,308,88,,,baseline
157,21955,500,308,384,308,99,,,baseline
158,22036,500,308,384,308,81,,,baseline
159,22352,500,308,384,308,316,,,baseline
160,22432,500,308,384,308,80,,,baseline
161,22528,500,308,384,308,96,,,baseline
162,22611,500,308,384,308,83,,,baseline
163,22916,500,308,384,308,305,,,baseline
164,23005,500,308,384,308,89,,,baseline
165,23094,500,308,384,308,89,,,baseline
166,23185,500,308,384,308,91,,,baseline
167,23464,500,308,384,308,279,,,baseline
168,23543,500,308,384,308,79,,,baseline
169,23646,500,308,384,308,103,,,baseline
170,23724,500,308,384,308,78,,,baseline
171,24042,500,308,384,308,318,,,baseline
172,24132,500,308,384,308,90,,,baseline
173,24223,500,308,384,308,91,,,baseline
174,24310,500,308,384,308,87,,,baseline
175,24603,500,308,384,308,293,,,baseline
176,24693,500,308,384,308,90,,,baseline
177,24792,500,308,384,308,99,,,baseline
178,24880,500,308,384,308,88,,,baseline
179,25184,500,308,384,308,304,,,baseline
180,25264,500,308,384,308,80,,,baseline
181,25359,500,308,384,308,95,,,baseline
182,25441,500,308,384,308,82,,,baseline
183,25752,500,308,384,308,311,,,baseline
184,25822,500,308,384,308,70,,,baseline
185,25932,500,308,384,308,110,,,baseline
186,26011,500,308,384,308,79,,,baseline
187,26320,500,308,384,308,309,,,baseline
188,26400,500,308,384,308,80,,,baseline
