sample,elapsed_ms,target,state_before,control_value,state_after,rtt_ms,model_output,infer_us,mode
1,329,500,300,400,310,226,400.0,5,yolo
2,1076,419,310,218,252,747,218.0,607133,yolo
3,1222,519,252,534,328,146,534.0,2,yolo
4,1328,519,328,382,319,106,382.0,0,yolo
5,1437,419,319,200,251,109,200.0,2,yolo
6,1560,519,251,536,328,123,536.0,2,yolo
7,1666,519,328,382,319,106,382.0,0,yolo
8,1779,419,319,200,251,113,200.0,2,yolo
9,1889,519,251,536,328,110,536.0,2,yolo
11,2118,419,319,200,401,117,200.0,2,yolo
12,2238,519,401,236,460,120,236.0,2,yolo
13,2348,519,460,118,451,110,118.0,0,yolo
14,2459,419,451,0,405,111,0.0,2,yolo
15,2582,519,405,228,460,123,228.0,3,yolo
16,2690,519,460,118,451,108,118.0,0,yolo
17,2801,419,451,0,405,111,0.0,2,yolo
18,3172,519,405,228,460,371,228.0,3,yolo
19,3281,519,460,118,451,109,118.0,0,yolo
20,3412,419,451,0,405,131,0.0,2,yolo
21,3720,519,405,228,460,308,228.0,2,yolo
22,3836,519,460,118,451,116,118.0,1,yolo
23,3946,419,451,0,405,110,0.0,2,yolo
24,4288,519,405,228,460,342,228.0,2,yolo
25,4397,519,460,118,451,109,118.0,1,yolo
26,4508,419,451,0,405,111,0.0,2,yolo
27,4841,519,405,228,460,333,228.0,2,yolo
28,4958,519,460,118,451,117,118.0,0,yolo
29,5068,419,451,0,405,110,0.0,2,yolo
30,5398,519,405,228,460,330,228.0,2,yolo
31,5512,519,460,118,451,114,118.0,0,yolo
32,5622,419,451,0,405,110,0.0,2,yolo
33,5974,519,405,228,460,352,228.0,4,yolo
34,6083,519,460,118,451,109,118.0,1,yolo
35,6194,419,451,0,405,111,0.0,2,yolo
36,6543,519,405,228,460,349,228.0,2,yolo
37,6652,519,460,118,451,109,118.0,0,yolo
38,6764,419,451,0,405,112,0.0,2,yolo
39,7118,519,405,228,460,354,228.0,2,yolo
40,7229,519,460,118,451,111,118.0,0,yolo
41,7599,419,451,0,405,370,0.0,2,yolo
42,7732,519,405,228,460,133,228.0,2,yolo
43,7851,519,460,118,451,119,118.0,0,yolo
44,8180,419,451,0,405,329,0.0,2,yolo
45,8290,519,405,228,460,110,228.0,2,yolo
46,8401,519,460,118,451,111,118.0,0,yolo
47,8726,419,451,0,405,325,0.0,2,yolo
48,8858,519,405,228,460,132,228.0,4,yolo
