sample,elapsed_ms,target,state_before,control_value,state_after,rtt_ms,model_output,infer_us,mode
1,132,300,300,24,179,112,24.0,12128,ai
2,226,300,179,236,180,94,236.0,9441,ai
3,328,300,180,361,225,102,361.0,9436,ai
4,414,300,225,381,258,86,381.0,8960,ai
5,527,300,258,391,282,113,391.0,8134,ai
6,613,300,282,378,291,86,378.0,8537,ai
7,725,300,291,377,296,112,377.0,8502,ai
8,813,300,296,379,300,88,379.0,10615,ai
9,925,300,300,373,300,112,373.0,11540,ai
10,1012,300,300,374,300,87,374.0,10221,ai
11,1125,300,300,373,300,113,373.0,11768,ai
12,1206,300,300,372,300,81,372.0,8236,ai
13,1327,300,300,371,299,121,371.0,10200,ai
14,1413,300,299,373,299,86,373.0,8659,ai
15,1528,300,299,373,299,115,373.0,9821,ai
16,1613,300,299,373,299,85,373.0,9156,ai
17,1724,300,299,373,299,111,373.0,8681,ai
18,1804,300,299,373,299,80,373.0,8288,ai
19,1921,300,299,373,299,117,373.0,7576,ai
20,2019,300,299,373,299,98,373.0,10359,ai
21,2112,300,299,373,299,93,373.0,9561,ai
22,2220,300,299,373,299,108,373.0,11696,ai
23,2303,300,299,373,299,83,373.0,9145,ai
24,2419,300,299,373,299,116,373.0,9096,ai
25,2502,300,299,373,299,83,373.0,9040,ai
26,2628,300,299,373,299,126,373.0,15335,ai
27,2713,300,299,373,299,85,373.0,8934,ai
28,2826,300,299,373,299,113,373.0,9344,ai
29,2913,300,299,373,299,87,373.0,8653,ai
30,3032,300,299,373,299,119,373.0,12413,ai
31,3115,300,299,373,299,83,373.0,8567,ai
32,3302,300,299,373,299,187,373.0,9794,ai
33,3402,300,299,373,299,100,373.0,9303,ai
34,3513,300,299,373,299,111,373.0,9367,ai
35,3593,300,299,373,299,80,373.0,8540,ai
36,3723,300,299,373,449,130,373.0,14811,ai
37,3833,300,449,0,403,110,0.0,12561,ai
38,3934,300,403,85,408,101,85.0,10238,ai
39,4041,300,408,0,382,107,0.0,11016,ai
40,4125,300,382,9,370,84,9.0,9331,ai
41,4246,300,370,0,360,121,0.0,10268,ai
42,4330,300,360,2,355,84,2.0,8887,ai
43,4447,300,355,3,352,117,3.0,9114,ai
44,4533,300,352,4,352,86,4.0,8631,ai
45,4648,300,352,4,352,115,4.0,9378,ai
46,4747,300,352,4,352,99,4.0,11374,ai
47,4850,300,352,4,352,103,4.0,9104,ai
48,4952,300,352,4,352,102,4.0,10257,ai
49,5033,300,352,4,352,81,4.0,10084,ai
50,5162,800,352,640,573,129,640.0,9364,ai
51,5243,800,573,645,694,81,645.0,9281,ai
52,5359,800,694,631,750,116,631.0,12080,ai
53,5459,800,750,677,793,100,677.0,10641,ai
54,5559,800,793,627,795,100,627.0,11464,ai
55,5643,800,795,649,804,84,649.0,11580,ai
56,5768,800,804,646,807,125,646.0,14344,ai
57,5852,800,807,647,808,84,647.0,9142,ai
58,5965,800,808,649,810,113,649.0,10197,ai
59,6069,800,810,648,811,104,648.0,11818,ai
60,6167,800,811,649,812,98,649.0,10974,ai
61,6268,800,812,648,811,101,648.0,9179,ai
62,6352,800,811,647,811,84,647.0,9763,ai
63,6464,800,811,643,810,112,643.0,10760,ai
64,6558,800,810,647,810,94,647.0,10158,ai
65,6667,800,810,648,811,109,648.0,11832,ai
66,6752,800,811,645,810,85,645.0,9883,ai
67,6868,800,810,646,810,116,646.0,12631,ai
68,6952,800,810,645,810,84,645.0,10791,ai
69,7068,800,810,643,809,116,643.0,12130,ai
70,7163,800,809,644,809,95,644.0,9198,ai
71,7267,800,809,643,808,104,643.0,13711,ai
72,7366,800,808,644,808,99,644.0,9168,ai
73,7453,800,808,644,808,87,644.0,10986,ai
