sample,elapsed_ms,target,state_before,control_value,state_after,rtt_ms,model_output,infer_us,mode
1,124,300,300,0,170,109,,,baseline
2,197,300,170,260,183,73,,,baseline
3,303,300,183,234,181,106,,,baseline
4,395,300,181,238,182,92,,,baseline
5,482,300,182,236,182,87,,,baseline
6,571,300,182,236,182,89,,,baseline
7,663,300,182,236,182,92,,,baseline
8,748,300,182,236,182,85,,,baseline
9,841,300,182,236,182,93,,,baseline
10,911,300,182,236,182,70,,,baseline
11,1022,300,182,236,182,111,,,baseline
12,1110,300,182,236,182,88,,,baseline
13,1197,300,182,236,182,87,,,baseline
14,1291,300,182,236,182,94,,,baseline
15,1372,300,182,236,182,81,,,baseline
16,1468,300,182,236,182,96,,,baseline
17,1554,300,182,236,182,86,,,baseline
18,1654,300,182,236,182,100,,,baseline
19,1744,300,182,236,182,90,,,baseline
20,1836,300,182,236,182,92,,,baseline
21,1923,300,182,236,182,87,,,baseline
22,2014,300,182,236,182,91,,,baseline
23,2096,300,182,236,182,82,,,baseline
24,2193,300,182,236,182,97,,,baseline
25,2280,300,182,236,182,87,,,baseline
26,2372,300,182,236,182,92,,,baseline
27,2463,300,182,236,182,91,,,baseline
28,2555,300,182,236,182,92,,,baseline
29,2643,300,182,236,182,88,,,baseline
30,2732,300,182,236,182,89,,,baseline
31,2823,300,182,236,182,91,,,baseline
32,2910,300,182,236,182,87,,,baseline
33,3003,300,182,236,182,93,,,baseline
34,3091,300,182,236,182,88,,,baseline
35,3182,300,182,236,182,91,,,baseline
36,3382,300,182,236,182,200,,,baseline
37,3470,300,182,236,182,88,,,baseline
38,3562,300,182,236,182,92,,,baseline
39,3638,300,182,236,332,76,,,baseline
40,3740,300,332,0,338,102,,,baseline
41,3824,300,338,0,342,84,,,baseline
42,3922,300,342,0,344,98,,,baseline
43,4012,300,344,0,345,90,,,baseline
44,4102,300,345,0,346,90,,,baseline
45,4191,300,346,0,346,89,,,baseline
46,4283,300,346,0,346,92,,,baseline
47,4374,300,346,0,346,91,,,baseline
48,4466,300,346,0,346,92,,,baseline
49,4555,300,346,0,346,89,,,baseline
50,4655,300,346,0,346,100,,,baseline
51,4744,300,346,0,346,89,,,baseline
52,4834,300,346,0,346,90,,,baseline
53,4923,300,346,0,346,89,,,baseline
54,5013,300,346,0,346,90,,,baseline
55,5102,800,346,908,663,89,,,baseline
56,5192,800,663,274,610,90,,,baseline
57,5278,800,610,380,621,86,,,baseline
58,5368,800,621,358,618,90,,,baseline
59,5451,800,618,364,620,83,,,baseline
60,5543,800,620,360,618,92,,,baseline
61,5634,800,618,364,620,91,,,baseline
62,5723,800,620,360,618,89,,,baseline
63,5811,800,618,364,620,88,,,baseline
64,5904,800,620,360,618,93,,,baseline
65,5990,800,618,364,620,86,,,baseline
66,6085,800,620,360,618,95,,,baseline
67,6166,800,618,364,620,81,,,baseline
68,6266,800,620,360,618,100,,,baseline
69,6347,800,618,364,620,81,,,baseline
70,6443,800,620,360,618,96,,,baseline
71,6531,800,618,364,620,88,,,baseline
72,6623,800,620,360,618,92,,,baseline
73,6711,800,618,364,620,88,,,baseline
74,6803,800,620,360,618,92,,,baseline
75,6888,800,618,364,620,85,,,baseline
76,6983,800,620,360,618,95,,,baseline
77,7068,800,618,364,620,85,,,baseline
78,7198,800,620,360,618,130,,,baseline
79,7287,800,618,364,620,89,,,baseline
80,7380,800,620,360,618,93,,,baseline
81,7462,800,618,364,620,82,,,baseline
82,7562,800,620,360,618,100,,,baseline
83,7650,800,618,364,620,88,,,baseline
84,7742,800,620,360,618,92,,,baseline
85,7831,800,618,364,620,89,,,baseline
86,7923,800,620,360,618,92,,,baseline
87,8010,800,618,364,620,87,,,baseline
88,8102,800,620,360,618,92,,,baseline
89,8191,800,618,364,620,89,,,baseline
90,8282,800,620,360,618,91,,,baseline
91,8373,800,618,364,620,91,,,baseline
92,8458,800,620,360,618,85,,,baseline
93,8551,800,618,364,620,93,,,baseline
94,8640,800,620,360,618,89,,,baseline
95,8729,800,618,364,620,89,,,baseline
96,8822,800,620,360,618,93,,,baseline
97,8915,800,618,364,620,93,,,baseline
98,9000,800,620,360,618,85,,,baseline
99,9090,800,618,364,620,90,,,baseline
100,9183,800,620,360,618,93,,,baseline
101,9270,800,618,364,620,87,,,baseline
102,9363,800,620,360,618,93,,,baseline
103,9452,800,618,364,620,89,,,baseline
104,9543,800,620,360,618,91,,,baseline
105,9630,800,618,364,620,87,,,baseline
106,9723,800,620,360,618,93,,,baseline
107,9811,800,618,364,620,88,,,baseline
108,9903,800,620,360,618,92,,,baseline
109,9994,800,618,364,620,91,,,baseline
110,10082,800,620,360,618,88,,,baseline
111,10171,800,618,364,620,89,,,baseline
112,10263,800,620,360,618,92,,,baseline
113,10360,800,618,364,620,97,,,baseline
114,10443,800,620,360,618,83,,,baseline
115,10542,800,618,364,620,99,,,baseline
116,10618,800,620,360,618,76,,,baseline
117,10723,800,618,364,620,105,,,baseline
118,10814,800,620,360,618,91,,,baseline
119,10902,800,618,364,620,88,,,baseline
120,10992,800,620,360,618,90,,,baseline
121,11085,800,618,364,620,93,,,baseline
122,11169,800,620,360,618,84,,,baseline
123,11277,800,618,364,620,108,,,baseline
124,11367,800,620,360,618,90,,,baseline
125,11468,800,618,364,620,101,,,baseline
126,11538,800,620,360,618,70,,,baseline
127,11642,800,618,364,620,104,,,baseline
128,11731,800,620,360,618,89,,,baseline
129,11822,800,618,364,620,91,,,baseline
130,11910,800,620,360,618,88,,,baseline
131,12002,800,618,364,620,92,,,baseline
132,12093,800,620,360,618,91,,,baseline
133,12182,800,618,364,620,89,,,baseline
134,12274,800,620,360,618,92,,,baseline
135,12363,800,618,364,620,89,,,baseline
136,12454,800,620,360,618,91,,,baseline
137,12543,800,618,364,620,89,,,baseline
138,12637,800,620,360,468,94,,,baseline
139,12734,800,468,664,495,97,,,baseline
140,12807,800,495,610,491,73,,,baseline
141,12914,800,491,618,492,107,,,baseline
142,13002,800,492,616,491,88,,,baseline
143,13093,800,491,618,492,91,,,baseline
144,13183,800,492,616,491,90,,,baseline
145,13272,800,491,618,492,89,,,baseline
146,13363,800,492,616,491,91,,,baseline
147,13450,800,491,618,492,87,,,baseline
148,13540,800,492,616,491,90,,,baseline
149,13631,800,491,618,492,91,,,baseline
150,13722,800,492,616,491,91,,,baseline
151,13811,800,491,618,492,89,,,baseline
152,13902,800,492,616,491,91,,,baseline
153,13991,800,491,618,492,89,,,baseline
154,14082,800,492,616,491,91,,,baseline
155,14171,800,491,618,492,89,,,baseline
156,14264,800,492,616,491,93,,,baseline
157,14352,800,491,618,492,88,,,baseline
158,14445,800,492,616,491,93,,,baseline
159,14534,800,491,618,492,89,,,baseline
160,14623,800,492,616,491,89,,,baseline
161,14711,800,491,618,492,88,,,baseline
162,14802,800,492,616,491,91,,,baseline
163,14892,800,491,618,492,90,,,baseline
164,14978,800,492,616,491,86,,,baseline
165,15075,800,491,618,492,97,,,baseline
166,15164,500,492,16,282,89,,,baseline
167,15255,500,282,436,311,91,,,baseline
168,15350,500,311,378,308,95,,,baseline
169,15440,500,308,384,308,90,,,baseline
170,15531,500,308,384,308,91,,,baseline
171,15625,500,308,384,308,94,,,baseline
172,15721,500,308,384,308,96,,,baseline
173,15812,500,308,384,308,91,,,baseline
174,15903,500,308,384,308,91,,,baseline
175,15992,500,308,384,308,89,,,baseline
176,16083,500,308,384,308,91,,,baseline
177,16174,500,308,384,308,91,,,baseline
178,16263,500,308,384,308,89,,,baseline
179,16355,500,308,384,308,92,,,baseline
180,16443,500,308,384,308,88,,,baseline
181,16534,500,308,384,308,91,,,baseline
182,16618,500,308,384,308,84,,,baseline
183,16714,500,308,384,308,96,,,baseline
184,16803,500,308,384,308,89,,,baseline
185,16895,500,308,384,308,92,,,baseline
186,16976,500,308,384,308,81,,,baseline
187,17074,500,308,384,308,98,,,baseline
188,17148,500,308,384,308,74,,,baseline
189,17255,500,308,384,308,107,,,baseline
190,17343,500,308,384,308,88,,,baseline
191,17431,500,308,384,308,88,,,baseline
192,17523,500,308,384,308,92,,,baseline
193,17610,500,308,384,308,87,,,baseline
194,17702,500,308,384,308,92,,,baseline
195,17790,500,308,384,308,88,,,baseline
196,17882,500,308,384,308,92,,,baseline
197,17970,500,308,384,308,88,,,baseline
198,18063,500,308,384,308,93,,,baseline
199,18152,500,308,384,308,89,,,baseline
200,18243,500,308,384,308,91,,,baseline
201,18329,500,308,384,308,86,,,baseline
202,18422,500,308,384,308,93,,,baseline
203,18502,500,308,384,308,80,,,baseline
204,18602,500,308,384,308,100,,,baseline
205,18692,500,308,384,308,90,,,baseline
206,18784,500,308,384,308,92,,,baseline
207,18874,500,308,384,308,90,,,baseline
208,18962,500,308,384,308,88,,,baseline
209,19051,500,308,384,308,89,,,baseline
210,19142,500,308,384,308,91,,,baseline
211,19230,500,308,384,308,88,,,baseline
212,19319,500,308,384,308,89,,,baseline
213,19423,500,308,384,308,104,,,baseline
214,19496,500,308,384,308,73,,,baseline
215,19603,500,308,384,308,107,,,baseline
216,19694,500,308,384,308,91,,,baseline
217,19783,500,308,384,308,89,,,baseline
218,19873,500,308,384,308,90,,,baseline
219,19963,500,308,384,308,90,,,baseline
220,20051,500,308,384,308,88,,,baseline
221,20142,500,308,384,308,91,,,baseline
222,20233,500,308,384,308,91,,,baseline
223,20324,500,308,384,308,91,,,baseline
224,20415,500,308,384,308,91,,,baseline
225,20503,500,308,384,308,88,,,baseline
226,20594,500,308,384,308,91,,,baseline
227,20685,500,308,384,308,91,,,baseline
228,20772,500,308,384,308,87,,,baseline
229,20866,500,308,384,308,94,,,baseline
230,20954,500,308,384,308,88,,,baseline
231,21043,500,308,384,308,89,,,baseline
232,21134,500,308,384,308,91,,,baseline
233,21223,500,308,384,308,89,,,baseline
234,21314,500,308,384,308,91,,,baseline
235,21401,500,308,384,308,87,,,baseline
236,21494,500,308,384,308,93,,,baseline
237,21587,500,308,384,308,93,,,baseline
238,21674,500,308,384,308,87,,,baseline
239,21763,500,308,384,308,89,,,baseline
240,21855,500,308,384,308,92,,,baseline
241,21942,500,308,384,308,87,,,baseline
242,22033,500,308,384,308,91,,,baseline
243,22123,500,308,384,308,90,,,baseline
244,22212,500,308,384,308,89,,,baseline
245,22303,500,308,384,308,91,,,baseline
