sample,elapsed_ms,target,state_before,control_value,state_after,rtt_ms,model_output,infer_us,mode
1,125,300,300,0,170,110,,,baseline
2,212,300,170,260,183,87,,,baseline
3,304,300,183,234,181,92,,,baseline
4,479,300,181,238,182,175,,,baseline
5,569,300,182,236,182,90,,,baseline
6,675,300,182,236,182,106,,,baseline
7,761,300,182,236,182,86,,,baseline
8,852,300,182,236,182,91,,,baseline
9,1052,300,182,236,182,200,,,baseline
10,1136,300,182,236,182,84,,,baseline
11,1235,300,182,236,182,99,,,baseline
12,1314,300,182,236,182,79,,,baseline
13,1409,300,182,236,182,95,,,baseline
14,1492,300,182,236,182,83,,,baseline
15,1595,300,182,236,182,103,,,baseline
16,1683,300,182,236,182,88,,,baseline
17,1775,300,182,236,182,92,,,baseline
18,1849,300,182,236,182,74,,,baseline
19,1955,300,182,236,182,106,,,baseline
20,2046,300,182,236,182,91,,,baseline
21,2135,300,182,236,182,89,,,baseline
22,2227,300,182,236,182,92,,,baseline
23,2313,300,182,236,182,86,,,baseline
24,2412,300,182,236,182,99,,,baseline
25,2479,300,182,236,182,67,,,baseline
26,2591,300,182,236,182,112,,,baseline
27,2659,300,182,236,182,68,,,baseline
28,2772,300,182,236,182,113,,,baseline
29,2854,300,182,236,182,82,,,baseline
30,2961,300,182,236,182,107,,,baseline
31,3119,300,182,236,182,158,,,baseline
32,3200,300,182,236,182,81,,,baseline
33,3295,300,182,236,182,95,,,baseline
34,3382,300,182,236,182,87,,,baseline
35,3475,300,182,236,182,93,,,baseline
36,3569,300,182,236,182,94,,,baseline
37,3655,300,182,236,182,86,,,baseline
38,3739,300,182,236,332,84,,,baseline
39,3836,300,332,0,338,97,,,baseline
40,3923,300,338,0,342,87,,,baseline
41,4015,300,342,0,344,92,,,baseline
42,4094,300,344,0,345,79,,,baseline
43,4195,300,345,0,346,101,,,baseline
44,4283,300,346,0,346,88,,,baseline
45,4369,300,346,0,346,86,,,baseline
46,4462,300,346,0,346,93,,,baseline
47,4551,300,346,0,346,89,,,baseline
48,4635,300,346,0,346,84,,,baseline
49,4728,300,346,0,346,93,,,baseline
50,4812,300,346,0,346,84,,,baseline
51,4904,300,346,0,346,92,,,baseline
52,4992,300,346,0,346,88,,,baseline
53,5081,300,346,0,346,89,,,baseline
54,5171,800,346,908,663,90,,,baseline
55,5254,800,663,274,610,83,,,baseline
56,5341,800,610,380,621,87,,,baseline
57,5429,800,621,358,618,88,,,baseline
