sample,elapsed_ms,target,state_before,control_value,state_after,rtt_ms,model_output,infer_us,mode
1,153,300,300,24,179,138,24.0,14027,ai
2,251,300,179,236,180,98,236.0,8970,ai
3,351,300,180,361,225,100,361.0,11918,ai
4,448,300,225,381,258,97,381.0,9973,ai
5,548,300,258,391,282,100,391.0,10676,ai
6,649,300,282,378,291,101,378.0,9621,ai
7,737,300,291,377,296,88,377.0,10933,ai
8,848,300,296,379,300,111,379.0,13155,ai
9,928,300,300,373,300,80,373.0,9441,ai
10,1061,300,300,374,300,133,374.0,16995,ai
11,1163,300,300,373,300,102,373.0,11614,ai
12,1266,300,300,372,300,103,372.0,10315,ai
13,1372,300,300,371,299,106,371.0,11945,ai
14,1474,300,299,373,299,102,373.0,10802,ai
15,1574,300,299,373,299,100,373.0,10186,ai
16,1687,300,299,373,299,113,373.0,10599,ai
17,1787,300,299,373,299,100,373.0,9267,ai
18,1897,300,299,373,299,110,373.0,14267,ai
19,1987,300,299,373,299,90,373.0,11152,ai
20,2103,300,299,373,299,116,373.0,13261,ai
21,2188,300,299,373,299,85,373.0,9739,ai
22,2310,300,299,373,299,122,373.0,11970,ai
23,2397,300,299,373,299,87,373.0,8980,ai
24,2517,300,299,373,299,120,373.0,13784,ai
25,2609,300,299,373,299,92,373.0,10825,ai
26,2708,300,299,373,299,99,373.0,11987,ai
27,2837,300,299,373,299,129,373.0,11552,ai
28,2927,300,299,373,299,90,373.0,11376,ai
29,3049,300,299,373,299,122,373.0,14565,ai
30,3136,300,299,373,299,87,373.0,10682,ai
31,3249,300,299,373,299,113,373.0,12192,ai
32,3337,300,299,373,299,88,373.0,10623,ai
33,3448,300,299,373,299,111,373.0,12067,ai
34,3537,300,299,373,299,89,373.0,10955,ai
35,3652,300,299,373,299,115,373.0,12508,ai
36,3738,300,299,373,449,86,373.0,9842,ai
37,3849,300,449,0,403,111,0.0,10535,ai
38,3966,300,403,85,408,117,85.0,12187,ai
39,4073,300,408,0,382,107,0.0,10194,ai
40,4173,300,382,9,370,100,9.0,9876,ai
41,4256,300,370,0,360,83,0.0,9646,ai
42,4373,300,360,2,355,117,2.0,9303,ai
43,4456,300,355,3,352,83,3.0,9407,ai
44,4573,300,352,4,352,117,4.0,8597,ai
45,4657,300,352,4,352,84,4.0,10684,ai
46,4781,300,352,4,352,124,4.0,15071,ai
47,4879,300,352,4,352,98,4.0,10742,ai
48,4982,300,352,4,352,103,4.0,9656,ai
49,5067,300,352,4,352,85,4.0,9495,ai
50,5184,800,352,640,573,117,640.0,9482,ai
51,5267,800,573,645,694,83,645.0,9547,ai
52,5381,800,694,631,750,114,631.0,9597,ai
53,5495,800,750,677,793,114,677.0,12521,ai
54,5587,800,793,627,795,92,627.0,9316,ai
55,5707,800,795,649,804,120,649.0,13089,ai
56,5817,800,804,646,807,110,646.0,10166,ai
57,5927,800,807,647,808,110,647.0,11217,ai
58,6043,800,808,649,810,116,649.0,10037,ai
59,6129,800,810,648,811,86,648.0,10436,ai
60,6246,800,811,649,812,117,649.0,14079,ai
61,6357,800,812,648,811,111,648.0,11253,ai
62,6467,800,811,647,811,110,647.0,11838,ai
63,6573,800,811,643,810,106,643.0,9866,ai
64,6673,800,810,647,810,100,647.0,11206,ai
65,6757,800,810,648,811,84,648.0,11847,ai
66,6881,800,811,645,810,124,645.0,13374,ai
67,6981,800,810,646,810,100,646.0,10869,ai
68,7081,800,810,645,810,100,645.0,10183,ai
69,7168,800,810,643,809,87,643.0,10125,ai
70,7294,800,809,644,809,126,644.0,11235,ai
71,7393,800,809,643,808,99,643.0,10551,ai
72,7496,800,808,644,808,103,644.0,10963,ai
73,7612,800,808,644,808,116,644.0,10248,ai
74,7696,800,808,644,808,84,644.0,9857,ai
75,7813,800,808,644,808,117,644.0,10157,ai
76,7896,800,808,644,808,83,644.0,10751,ai
77,8012,800,808,644,808,116,644.0,10242,ai
78,8098,800,808,644,808,86,644.0,11028,ai
79,8229,800,808,644,808,131,644.0,14317,ai
80,8317,800,808,644,808,88,644.0,10552,ai
81,8433,800,808,644,808,116,644.0,14429,ai
